"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias"
"65","Vancouver","444.0000","449.0000","A-Analog","Turbo","25K","Off","156.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"66","Vancouver","147.1200","147.7200","A-Analog","Turbo","25K","Off","156.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"67","Langley","444.1250","449.1250","A-Analog","Turbo","25K","Off","127.3","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"68","Surrey","443.7750","448.7750","A-Analog","Turbo","25K","Off","110.9","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"69","Surrey","147.3600","147.9600","A-Analog","Turbo","25K","Off","110.9","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"70","Vancouver","443.1500","448.1500","A-Analog","Turbo","25K","Off","127.3","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"71","Delta","443.3500","448.3500","A-Analog","Turbo","25K","Off","127.3","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"72","Chilliwack","146.8600","146.2600","A-Analog","Turbo","25K","Off","88.5","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"73","Burnaby","442.8750","447.8750","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"74","Vancouver","443.0500","448.0500","A-Analog","Turbo","25K","Off","110.9","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"75","Burnaby","442.0500","447.0500","A-Analog","Turbo","25K","Off","156.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"76","Delta","442.3500","447.3500","A-Analog","Turbo","25K","Off","127.3","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"77","Richnomd","442.5000","447.5000","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"78","Richmond","440.9000","445.9000","A-Analog","Turbo","25K","Off","79.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"79","Vancouver","443.7250","448.7250","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"80","Vancouver","145.4500","144.8500","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"81","Langley","442.6250","447.6250","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"82","Salt Spring Island","444.3750","449.3750","A-Analog","Turbo","25K","Off","88.5","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"83","Richmond","442.0750","447.0750","A-Analog","Turbo","25K","Off","79.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"84","Vancouver","442.3000","447.3000","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"85","Abbotsford","442.5500","447.5500","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"86","Vancouver","147.2600","147.8600","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"87","Vancouver","444.6500","449.6500","A-Analog","Turbo","25K","Off","156.7","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"88","Langley","147.0000","146.4000","A-Analog","Turbo","25K","Off","110.9","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"89","Vancouver","147.2000","147.8000","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"90","Coquitlam","440.0125","445.0125","A-Analog","Turbo","25K","Off","103.5","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"91","Burnaby","145.3300","144.7300","A-Analog","Turbo","25K","Off","114.8","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"92","Surrey south","147.3600","147.9600","A-Analog","Turbo","25K","Off","103.5","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"93","Vancouver","442.6750","447.6750","A-Analog","Turbo","25K","Off","103.5","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"94","Mission","146.4150","441.6600","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"95","Coquitlam","440.0125","445.0125","A-Analog","Turbo","25K","Off","114.8","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"96","Mission","441.6600","146.4150","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"97","Vancouver","146.8800","146.2800","A-Analog","Turbo","25K","Off","100.0","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"98","Vancouver","443.4250","448.4250","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"99","Vancouver","145.0900","145.6900","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"100","Chilliwack","443.3750","448.3750","A-Analog","Turbo","25K","Off","","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1",0,"Off","0","1","1","0","0","0","0","0"
"4001","Channel VFO A","140.00000","140.00000","A-Analog","Turbo","25K","Off","Off","Contact1","Group Call","12345678","My Radio","Off","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","1","0","0","0","0","0"
"4002","Channel VFO B","145.12500","145.12500","D-Digital","Turbo","25K","Off","Off","Contact1","Group Call","12345678","My Radio","Always","Carrier","Off","1","1","1","Off","1","1","None","Group List 1","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","1","0","0","0","0","0"
